Code,Name,Country,Exchange,Currency,Type,Isin,Company Name,Industry_x,Symbol,Series,ISIN Code,Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry_y,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
BHARTIHEXA,Bharti Hexacom Ltd,India,NSE,INR,Common Stock,INE343G01021,Bharti Hexacom Ltd.,Telecommunication,BHARTIHEXA,EQ,INE343G01021,544162,Bharti Hexacom Limited,BHARTIHEXA,Bharti Hexacom Ltd,Active,A ,5.00,INE343G01021,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
BHEL,Bharat Heavy Electricals Limited,India,NSE,INR,Common Stock,INE257A01026,Bharat Heavy Electricals Ltd.,Capital Goods,BHEL,EQ,INE257A01026,500103,Bharat Heavy Electricals Ltd.,BHEL,Bharat Heavy Electricals Ltd,Active,A ,2.00,INE257A01026,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
BIKAJI,Bikaji Foods International Limited,India,NSE,INR,Common Stock,INE00E101023,Bikaji Foods International Ltd.,Fast Moving Consumer Goods,BIKAJI,EQ,INE00E101023,543653,Bikaji Foods International Limited,BIKAJI,Bikaji Foods International Ltd,Active,A ,1.00,INE00E101023,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
BIOCON,Biocon Limited,India,NSE,INR,Common Stock,INE376G01013,Biocon Ltd.,Healthcare,BIOCON,EQ,INE376G01013,532523,Biocon Ltd.,BIOCON,Biocon Ltd,Active,A ,5.00,INE376G01013,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BLS,BLS International Services Limited,India,NSE,INR,Common Stock,INE153T01027,BLS International Services Ltd.,Consumer Services,BLS,EQ,INE153T01027,540073,BLS International Services Ltd,BLS,BLS International Services Ltd,Active,A ,1.00,INE153T01027,"Tour, Travel Related Services",Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services"
BLUEDART,Blue Dart Express Limited,India,NSE,INR,Common Stock,INE233B01017,Blue Dart Express Ltd.,Services,BLUEDART,EQ,INE233B01017,526612,Blue Dart Express Ltd.,BLUEDART,Blue Dart Express Ltd,Active,A ,10.00,INE233B01017,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
BLUESTARCO,Blue Star Limited,India,NSE,INR,Common Stock,INE472A01039,Blue Star Ltd.,Consumer Durables,BLUESTARCO,EQ,INE472A01039,500067,Blue Star Ltd,BLUESTARCO,Blue Star Ltd,Active,A ,2.00,INE472A01039,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
BOSCHLTD,Bosch Limited,India,NSE,INR,Common Stock,INE323A01026,Bosch Ltd.,Automobile and Auto Components,BOSCHLTD,EQ,INE323A01026,500530,Bosch Ltd,BOSCHLTD,Bosch Ltd,Active,A ,10.00,INE323A01026,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
BPCL,Bharat Petroleum Corporation Limited,India,NSE,INR,Common Stock,INE029A01011,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,BPCL,EQ,INE029A01011,500547,Bharat Petroleum Corpn. Ltd.,BPCL,Bharat Petroleum Corporation Ltd,Active,A ,10.00,INE029A01011,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
BRIGADE,Brigade Enterprises Limited,India,NSE,INR,Common Stock,INE791I01019,Brigade Enterprises Ltd.,Realty,BRIGADE,EQ,INE791I01019,532929,Brigade Enterprises Limited,BRIGADE,Brigade Enterprises Ltd,Active,A ,10.00,INE791I01019,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
BRITANNIA,Britannia Industries Limited,India,NSE,INR,Common Stock,INE216A01030,Britannia Industries Ltd.,Fast Moving Consumer Goods,BRITANNIA,EQ,INE216A01030,500825,Britannia Industries Ltd.,BRITANNIA,Britannia Industries Ltd,Active,A ,1.00,INE216A01030,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
BSOFT,BIRLASOFT LIMITED,India,NSE,INR,Common Stock,INE836A01035,Birlasoft Ltd.,Information Technology,BSOFT,EQ,INE836A01035,532400,BIRLASOFT LIMITED,BSOFT,Birlasoft Ltd,Active,A ,2.00,INE836A01035,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
CAMPUS,Campus Activewear Limited,India,NSE,INR,Common Stock,INE278Y01022,Campus Activewear Ltd.,Consumer Durables,CAMPUS,EQ,INE278Y01022,543523,Campus Activewear Limited,CAMPUS,Campus Activewear Ltd,Active,A ,5.00,INE278Y01022,Footwear,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
CAMS,Computer Age Management Services Limited,India,NSE,INR,Common Stock,INE596I01012,Computer Age Management Services Ltd.,Financial Services,CAMS,EQ,INE596I01012,543232,Computer Age Management Services Limited,CAMS,Computer Age Management Services Ltd,Active,A ,10.00,INE596I01012,Depositories- Clearing Houses and Other Intermediaries,Equity,Financial Services,Financial Services,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries"
CANBK,Canara Bank,India,NSE,INR,Common Stock,INE476A01014,Canara Bank,Financial Services,CANBK,EQ,INE476A01022,532483,Canara Bank,CANBK,Canara Bank,Active,A ,2.00,INE476A01022,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
CANFINHOME,Can Fin Homes Limited,India,NSE,INR,Common Stock,INE477A01020,Can Fin Homes Ltd.,Financial Services,CANFINHOME,EQ,INE477A01020,511196,Can Fin Homes Ltd.,CANFINHOME,Can Fin Homes Ltd,Active,A ,2.00,INE477A01020,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
CAPLIPOINT,Caplin Point Laboratories Limited,India,NSE,INR,Common Stock,INE475E01026,Caplin Point Laboratories Ltd.,Healthcare,CAPLIPOINT,EQ,INE475E01026,524742,Caplin Point Laboratories Ltd.,CAPLIPOINT,Caplin Point Laboratories Ltd,Active,A ,2.00,INE475E01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
CARBORUNIV,Carborundum Universal Limited,India,NSE,INR,Common Stock,INE120A01034,Carborundum Universal Ltd.,Capital Goods,CARBORUNIV,EQ,INE120A01034,513375,Carborundum Universal Ltd.,CARBORUNIV,Carborundum Universal Ltd,Active,A ,1.00,INE120A01034,Abrasives & Bearings,Equity,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings
CASTROLIND,Castrol India Limited,India,NSE,INR,Common Stock,INE172A01027,Castrol India Ltd.,Oil Gas & Consumable Fuels,CASTROLIND,EQ,INE172A01027,500870,Castrol India Ltd,CASTROLIND,Castrol India Ltd,Active,A ,5.00,INE172A01027,Lubricants,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants
CCL,CCL Products (India) Limited,India,NSE,INR,Common Stock,INE421D01022,CCL Products (I) Ltd.,Fast Moving Consumer Goods,CCL,EQ,INE421D01022,519600,CCL Products (India) Ltd.,CCL,CCL Products (India) Ltd,Active,A ,2.00,INE421D01022,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
CEATLTD,CEAT Limited,India,NSE,INR,Common Stock,INE482A01020,Ceat Ltd.,Automobile and Auto Components,CEATLTD,EQ,INE482A01020,500878,Ceat Ltd.,CEATLTD,Ceat Ltd,Active,A ,10.00,INE482A01020,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
CENTRALBK,Central Bank of India,India,NSE,INR,Common Stock,INE483A01010,Central Bank of India,Financial Services,CENTRALBK,EQ,INE483A01010,532885,Central Bank of India,CENTRALBK,Central Bank of India,Active,A ,10.00,INE483A01010,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
CENTURYPLY,Century Plyboards (India) Limited,India,NSE,INR,Common Stock,INE348B01021,Century Plyboards (India) Ltd.,Consumer Durables,CENTURYPLY,EQ,INE348B01021,532548,Century Plyboards (India) Ltd.,CENTURYPLY,Century Plyboards (India) Ltd-$,Active,A ,1.00,INE348B01021,Plywood Boards/ Laminates,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
CERA,Cera Sanitaryware Limited,India,NSE,INR,Common Stock,INE739E01017,Cera Sanitaryware Ltd,Consumer Durables,CERA,EQ,INE739E01017,532443,Cera Sanitaryware Ltd.,CERA,Cera Sanitaryware Ltd,Active,A ,5.00,INE739E01017,Sanitary Ware,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Sanitary Ware
CESC,CESC Limited,India,NSE,INR,Common Stock,INE486A01021,CESC Ltd.,Power,CESC,EQ,INE486A01021,500084,CESC Limited,CESC,CESC Ltd,Active,A ,1.00,INE486A01021,Integrated Power Utilities,Equity,Utilities,Power,Power,Integrated Power Utilities
CGCL,Capri Global Capital Limited,India,NSE,INR,Common Stock,INE180C01026,Capri Global Capital Ltd.,Financial Services,CGCL,EQ,INE180C01042,531595,Capri Global Capital Limited,CGCL,Capri Global Capital Ltd,Active,A ,1.00,INE180C01042,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CGPOWER,CG Power and Industrial Solutions Limited,India,NSE,INR,Common Stock,INE067A01029,CG Power and Industrial Solutions Ltd.,Capital Goods,CGPOWER,EQ,INE067A01029,500093,CG Power and Industrial Solutions Limited,CGPOWER,CG Power and Industrial Solutions Ltd,Active,A ,2.00,INE067A01029,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
CHALET,Chalet Hotels Limited,India,NSE,INR,Common Stock,INE427F01016,Chalet Hotels Ltd.,Consumer Services,CHALET,EQ,INE427F01016,542399,Chalet Hotels Limited,CHALET,Chalet Hotels Ltd,Active,A ,10.00,INE427F01016,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,India,NSE,INR,Common Stock,INE085A01013,Chambal Fertilizers & Chemicals Ltd.,Chemicals,CHAMBLFERT,EQ,INE085A01013,500085,Chambal Fertilisers & Chemicals Ltd,CHAMBLFERT,Chambal Fertilisers & Chemicals Ltd,Active,A ,10.00,INE085A01013,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
CHENNPETRO,Chennai Petroleum Corporation Limited,India,NSE,INR,Common Stock,INE178A01016,Chennai Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,CHENNPETRO,EQ,INE178A01016,500110,Chennai Petroleum Corporation Ltd.,CHENNPETRO,Chennai Petroleum Corporation Ltd,Active,A ,10.00,INE178A01016,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,India,NSE,INR,Common Stock,INE121A01024,Cholamandalam Investment and Finance Company Ltd.,Financial Services,CHOLAFIN,EQ,INE121A01024,511243,Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,Active,A ,2.00,INE121A01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,India,NSE,INR,Common Stock,INE149A01033,Cholamandalam Financial Holdings Ltd.,Financial Services,CHOLAHLDNG,EQ,INE149A01033,504973,CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,Active,A ,1.00,INE149A01033,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
CIPLA,Cipla Limited,India,NSE,INR,Common Stock,INE059A01026,Cipla Ltd.,Healthcare,CIPLA,EQ,INE059A01026,500087,Cipla Ltd.,CIPLA,Cipla Ltd,Active,A ,2.00,INE059A01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
CLEAN,Clean Science and Technology Limited,India,NSE,INR,Common Stock,INE227W01023,Clean Science and Technology Ltd.,Chemicals,CLEAN,EQ,INE227W01023,543318,Clean Science and Technology Limited,CLEAN,Clean Science and Technology Ltd,Active,A ,1.00,INE227W01023,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
COALINDIA,Coal India Limited,India,NSE,INR,Common Stock,INE522F01014,Coal India Ltd.,Oil Gas & Consumable Fuels,COALINDIA,EQ,INE522F01014,533278,Coal India Limited,COALINDIA,Coal India Ltd,Active,A ,10.00,INE522F01014,Coal,Equity,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal
COCHINSHIP,Cochin Shipyard Limited,India,NSE,INR,Common Stock,INE704P01017,Cochin Shipyard Ltd.,Capital Goods,COCHINSHIP,EQ,INE704P01025,540678,Cochin Shipyard Limited,COCHINSHIP,Cochin Shipyard Ltd,Active,A ,5.00,INE704P01025,Ship Building & Allied Services,Equity,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services
COFORGE,Coforge Limited,India,NSE,INR,Common Stock,INE591G01017,Coforge Ltd.,Information Technology,COFORGE,EQ,INE591G01025,532541,COFORGE LIMITED,COFORGE,Coforge Ltd,Active,A ,2.00,INE591G01025,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
COHANCE,COHANCE,India,NSE,INR,Common Stock,,Cohance Lifesciences Ltd.,Healthcare,COHANCE,EQ,INE03QK01018,543064,Cohance Lifesciences Limited,COHANCE,Cohance Lifesciences Ltd,Active,A ,1.00,INE03QK01018,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
COLPAL,Colgate Palmolive (India) Limited,India,NSE,INR,Common Stock,INE259A01022,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,COLPAL,EQ,INE259A01022,500830,Colgate-Palmolive (India) Ltd.,COLPAL,Colgate Palmolive (India) Ltd,Active,A ,1.00,INE259A01022,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
CONCOR,Container Corporation of India Limited,India,NSE,INR,Common Stock,INE111A01025,Container Corporation of India Ltd.,Services,CONCOR,EQ,INE111A01025,531344,Container Corporation Of India Ltd.,CONCOR,Container Corporation of India Ltd,Active,A ,5.00,INE111A01025,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
CONCORDBIO,Concord Biotech Limited,India,NSE,INR,Common Stock,INE338H01029,Concord Biotech Ltd.,Healthcare,CONCORDBIO,EQ,INE338H01029,543960,Concord Biotech Limited,CONCORDBIO,Concord Biotech Ltd,Active,A ,1.00,INE338H01029,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
COROMANDEL,Coromandel International Limited,India,NSE,INR,Common Stock,INE169A01031,Coromandel International Ltd.,Chemicals,COROMANDEL,EQ,INE169A01031,506395,Coromandel International Limited,COROMANDEL,Coromandel International Ltd,Active,A ,1.00,INE169A01031,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
CRAFTSMAN,Craftsman Automation Limited,India,NSE,INR,Common Stock,INE00LO01017,Craftsman Automation Ltd.,Automobile and Auto Components,CRAFTSMAN,EQ,INE00LO01017,543276,Craftsman Automation Limited,CRAFTSMAN,Craftsman Automation Ltd,Active,A ,5.00,INE00LO01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
CREDITACC,CREDITACCESS GRAMEEN LIMITED,India,NSE,INR,Common Stock,INE741K01010,CreditAccess Grameen Ltd.,Financial Services,CREDITACC,EQ,INE741K01010,541770,CreditAccess Grameen Ltd.,CREDITACC,CreditAccess Grameen Ltd,Active,A ,10.00,INE741K01010,Microfinance Institutions,Equity,Financial Services,Financial Services,Finance,Microfinance Institutions
CRISIL,CRISIL Limited,India,NSE,INR,Common Stock,INE007A01025,CRISIL Ltd.,Financial Services,CRISIL,EQ,INE007A01025,500092,CRISIL Ltd.,CRISIL,CRISIL Ltd,Active,A ,1.00,INE007A01025,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
CROMPTON,Crompton Greaves Consumer Electricals Limited,India,NSE,INR,Common Stock,INE299U01018,Crompton Greaves Consumer Electricals Ltd.,Consumer Durables,CROMPTON,EQ,INE299U01018,539876,Crompton Greaves Consumer Electricals Limited,CROMPTON,Crompton Greaves Consumer Electricals Ltd,Active,A ,2.00,INE299U01018,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
CUB,City Union Bank Limited,India,NSE,INR,Common Stock,INE491A01021,City Union Bank Ltd.,Financial Services,CUB,EQ,INE491A01021,532210,City Union Bank Ltd,CUB,City Union Bank Ltd,Active,A ,1.00,INE491A01021,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
CUMMINSIND,Cummins India Limited,India,NSE,INR,Common Stock,INE298A01020,Cummins India Ltd.,Capital Goods,CUMMINSIND,EQ,INE298A01020,500480,Cummins India Ltd.,CUMMINSIND,Cummins India Ltd,Active,A ,2.00,INE298A01020,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
CYIENT,Cyient Limited,India,NSE,INR,Common Stock,INE136B01020,Cyient Ltd.,Information Technology,CYIENT,EQ,INE136B01020,532175,Cyient Limited,CYIENT,Cyient Ltd,Active,A ,5.00,INE136B01020,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
DABUR,Dabur India Limited,India,NSE,INR,Common Stock,INE016A01026,Dabur India Ltd.,Fast Moving Consumer Goods,DABUR,EQ,INE016A01026,500096,Dabur India Ltd.,DABUR,Dabur India Ltd,Active,A ,1.00,INE016A01026,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
DALBHARAT,Dalmia Bharat Limited,India,NSE,INR,Common Stock,INE00R701025,Dalmia Bharat Ltd.,Construction Materials,DALBHARAT,EQ,INE00R701025,542216,DALMIA BHARAT LIMITED,DALBHARAT,Dalmia Bharat Ltd,Active,A ,2.00,INE00R701025,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
DATAPATTNS,Data Patterns (India) Limited,India,NSE,INR,Common Stock,INE0IX101010,Data Patterns (India) Ltd.,Capital Goods,DATAPATTNS,EQ,INE0IX101010,543428,Data Patterns (India) Limited,DATAPATTNS,Data Patterns (India) Ltd,Active,A ,2.00,INE0IX101010,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
DBREALTY,Valor Estate Limited,India,NSE,INR,Common Stock,INE879I01012,Valor Estate Ltd.,Consumer Services,DBREALTY,EQ,INE879I01012,533160,VALOR ESTATE LIMITED,DBREALTY,Valor Estate Ltd,Active,A ,10.00,INE879I01012,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
DCMSHRIRAM,DCM Shriram Limited,India,NSE,INR,Common Stock,INE499A01024,DCM Shriram Ltd.,Diversified,DCMSHRIRAM,EQ,INE499A01024,523367,DCM Shriram Limited,DCMSHRIRAM,DCM Shriram Ltd,Active,A ,2.00,INE499A01024,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,India,NSE,INR,Common Stock,INE501A01019,Deepak Fertilisers & Petrochemicals Corp. Ltd.,Chemicals,DEEPAKFERT,EQ,INE501A01019,500645,Deepak Fertilizers &Petrochemicals,DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corporation Ltd,Active,A ,10.00,INE501A01019,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
DEEPAKNTR,Deepak Nitrite Limited,India,NSE,INR,Common Stock,INE288B01029,Deepak Nitrite Ltd.,Chemicals,DEEPAKNTR,EQ,INE288B01029,506401,Deepak Nitrite Limited,DEEPAKNTR,Deepak Nitrite Ltd-$,Active,A ,2.00,INE288B01029,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
DELHIVERY,Delhivery Limited,India,NSE,INR,Common Stock,INE148O01028,Delhivery Ltd.,Services,DELHIVERY,EQ,INE148O01028,543529,Delhivery Limited,DELHIVERY,Delhivery Ltd,Active,A ,1.00,INE148O01028,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
DEVYANI,Devyani International Limited,India,NSE,INR,Common Stock,INE872J01023,Devyani International Ltd.,Consumer Services,DEVYANI,EQ,INE872J01023,543330,Devyani International Limited,DEVYANI,Devyani International Ltd,Active,A ,1.00,INE872J01023,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants
DIVISLAB,Divi's Laboratories Limited,India,NSE,INR,Common Stock,INE361B01024,Divi's Laboratories Ltd.,Healthcare,DIVISLAB,EQ,INE361B01024,532488,Divi's Laboratories Ltd.,DIVISLAB,Divis Laboratories Ltd,Active,A ,2.00,INE361B01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
DIXON,Dixon Technologies (India) Limited,India,NSE,INR,Common Stock,INE935N01020,Dixon Technologies (India) Ltd.,Consumer Durables,DIXON,EQ,INE935N01020,540699,Dixon Technologies (India) Limited,DIXON,Dixon Technologies (India) Ltd,Active,A ,2.00,INE935N01020,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
DLF,DLF Limited,India,NSE,INR,Common Stock,INE271C01023,DLF Ltd.,Realty,DLF,EQ,INE271C01023,532868,DLF LIMITED,DLF,DLF Ltd,Active,A ,2.00,INE271C01023,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
DMART,Avenue Supermarts Limited,India,NSE,INR,Common Stock,INE192R01011,Avenue Supermarts Ltd.,Consumer Services,DMART,EQ,INE192R01011,540376,Avenue Supermarts Limited,DMART,Avenue Supermarts Ltd,Active,A ,10.00,INE192R01011,Diversified Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail
DOMS,DOMS INDUSTRIES LIMITED,India,NSE,INR,Common Stock,INE321T01012,DOMS Industries Ltd.,Fast Moving Consumer Goods,DOMS,EQ,INE321T01012,544045,DOMS Industries Limited,DOMS,DOMS Industries Ltd,Active,A ,10.00,INE321T01012,Stationary,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary
DRREDDY,Dr. Reddy's Laboratories Limited,India,NSE,INR,Common Stock,INE089A01023,Dr. Reddy's Laboratories Ltd.,Healthcare,DRREDDY,EQ,INE089A01031,500124,Dr. Reddy's Laboratories Ltd.,DRREDDY,Dr Reddys Laboratories Ltd,Active,A ,1.00,INE089A01031,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ECLERX,eClerx Services Limited,India,NSE,INR,Common Stock,INE738I01010,eClerx Services Ltd.,Services,ECLERX,EQ,INE738I01010,532927,eClerx Services Limited,ECLERX,eClerx Services Ltd,Active,A ,10.00,INE738I01010,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
EICHERMOT,Eicher Motors Limited,India,NSE,INR,Common Stock,INE066A01021,Eicher Motors Ltd.,Automobile and Auto Components,EICHERMOT,EQ,INE066A01021,505200,Eicher Motors Ltd.,EICHERMOT,Eicher Motors Ltd,Active,A ,1.00,INE066A01021,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
EIDPARRY,EID Parry India Limited,India,NSE,INR,Common Stock,INE126A01031,E.I.D. Parry (India) Ltd.,Fast Moving Consumer Goods,EIDPARRY,EQ,INE126A01031,500125,E.I.D. Parry (India) Ltd.,EIDPARRY,EID Parry India Ltd,Active,A ,1.00,INE126A01031,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
EIHOTEL,EIH Limited,India,NSE,INR,Common Stock,INE230A01023,EIH Ltd.,Consumer Services,EIHOTEL,EQ,INE230A01023,500840,EIH Ltd,EIHOTEL,EIH Ltd,Active,A ,2.00,INE230A01023,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
ELECON,Elecon Engineering Company Limited,India,NSE,INR,Common Stock,INE205B01023,Elecon Engineering Co. Ltd.,Capital Goods,ELECON,EQ,INE205B01031,505700,Elecon Engineering Co.Ltd.,ELECON,Elecon Engineering Company Ltd,Active,A ,1.00,INE205B01031,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
ELGIEQUIP,Elgi Equipments Limited,India,NSE,INR,Common Stock,INE285A01027,Elgi Equipments Ltd.,Capital Goods,ELGIEQUIP,EQ,INE285A01027,522074,Elgi Equipments Ltd.,ELGIEQUIP,Elgi Equipments Ltd,Active,A ,1.00,INE285A01027,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
EMAMILTD,Emami Limited,India,NSE,INR,Common Stock,INE548C01032,Emami Ltd.,Fast Moving Consumer Goods,EMAMILTD,EQ,INE548C01032,531162,Emami Ltd,EMAMILTD,Emami Ltd-$,Active,A ,1.00,INE548C01032,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
EMAMILTD,Emami Limited,India,NSE,INR,Common Stock,INE548C01032,Emami Ltd.,Fast Moving Consumer Goods,EMAMILTD,EQ,INE548C01032,543894,Emami Ltd,EMAMILTD7,Emami Ltd,Delisted,T ,1.00,INE548C01032, ,Equity,-,-,-,-
EMCURE,Emcure Pharmaceuticals Ltd,India,NSE,INR,Common Stock,INE168P01015,Emcure Pharmaceuticals Ltd.,Healthcare,EMCURE,EQ,INE168P01015,544210,Emcure Pharmaceuticals Limited,EMCURE,Emcure Pharmaceuticals Ltd,Active,A ,10.00,INE168P01015,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ENDURANCE,Endurance Technologies Limited,India,NSE,INR,Common Stock,INE913H01037,Endurance Technologies Ltd.,Automobile and Auto Components,ENDURANCE,EQ,INE913H01037,540153,Endurance Technologies Limited,ENDURANCE,Endurance Technologies Ltd,Active,A ,10.00,INE913H01037,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
ENGINERSIN,Engineers India Limited,India,NSE,INR,Common Stock,INE510A01028,Engineers India Ltd.,Construction,ENGINERSIN,EQ,INE510A01028,532178,Engineers India Ltd.,ENGINERSIN,Engineers India Ltd,Active,A ,5.00,INE510A01028,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
