Code,Name,Country,Exchange,Currency,Type,Isin,Company Name,Industry_x,Symbol,Series,ISIN Code,Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry_y,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
M&MFIN,Mahindra & Mahindra Financial Services Limited,India,NSE,INR,Common Stock,INE774D01024,Mahindra & Mahindra Financial Services Ltd.,Financial Services,M&MFIN,EQ,INE774D01024,532720,Mahindra & Mahindra Financial Services Limited,M&MFIN,Mahindra & Mahindra Financial Services Ltd,Active,A ,2.00,INE774D01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
MAHABANK,Bank of Maharashtra,India,NSE,INR,Common Stock,INE457A01014,Bank of Maharashtra,Financial Services,MAHABANK,EQ,INE457A01014,532525,Bank of maharashtra,MAHABANK,Bank of Maharashtra,Active,A ,10.00,INE457A01014,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
MAHSEAMLES,Maharashtra Seamless Limited,India,NSE,INR,Common Stock,INE271B01025,Maharashtra Seamless Ltd.,Capital Goods,MAHSEAMLES,EQ,INE271B01025,500265,Maharashtra Seamless Ltd.,MAHSEAMLES,Maharashtra Seamless Ltd,Active,A ,5.00,INE271B01025,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
MANAPPURAM,Manappuram Finance Limited,India,NSE,INR,Common Stock,INE522D01027,Manappuram Finance Ltd.,Financial Services,MANAPPURAM,EQ,INE522D01027,531213,Manappuram Finance Limited,MANAPPURAM,Manappuram Finance Ltd,Active,A ,2.00,INE522D01027,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
MANKIND,Mankind Pharma Ltd,India,NSE,INR,Common Stock,INE634S01028,Mankind Pharma Ltd.,Healthcare,MANKIND,EQ,INE634S01028,543904,Mankind Pharma Limited,MANKIND,Mankind Pharma Ltd,Active,A ,1.00,INE634S01028,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
MANYAVAR,Vedant Fashions Limited,India,NSE,INR,Common Stock,INE825V01034,Vedant Fashions Ltd.,Consumer Services,MANYAVAR,EQ,INE825V01034,543463,Vedant Fashions Limited,MANYAVAR,Vedant Fashions Ltd,Active,A ,1.00,INE825V01034,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
MAPMYINDIA,C.E. Info Systems Limited,India,NSE,INR,Common Stock,INE0BV301023,C.E. Info Systems Ltd.,Information Technology,MAPMYINDIA,EQ,INE0BV301023,543425,C.E. Info Systems Limited,MAPMYINDIA,C.E. Info Systems Ltd,Active,A ,2.00,INE0BV301023,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
MARICO,Marico Limited,India,NSE,INR,Common Stock,INE196A01026,Marico Ltd.,Fast Moving Consumer Goods,MARICO,EQ,INE196A01026,531642,Marico Limited,MARICO,Marico Ltd,Active,A ,1.00,INE196A01026,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
MARUTI,Maruti Suzuki India Limited,India,NSE,INR,Common Stock,INE585B01010,Maruti Suzuki India Ltd.,Automobile and Auto Components,MARUTI,EQ,INE585B01010,532500,Maruti Suzuki India  Ltd.,MARUTI,Maruti Suzuki India Ltd,Active,A ,5.00,INE585B01010,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
MASTEK,Mastek Limited,India,NSE,INR,Common Stock,INE759A01021,Mastek Ltd.,Information Technology,MASTEK,EQ,INE759A01021,523704,Mastek Limited,MASTEK,Mastek Ltd,Active,A ,5.00,INE759A01021,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
MAXHEALTH,Max Healthcare Institute Limited,India,NSE,INR,Common Stock,INE027H01010,Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH,EQ,INE027H01010,543220,Max Healthcare Institute Limited,MAXHEALTH,Max Healthcare Institute Ltd,Active,A ,10.00,INE027H01010,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
MAZDOCK,Mazagon Dock Shipbuilders Limited,India,NSE,INR,Common Stock,INE249Z01012,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK,EQ,INE249Z01020,543237,Mazagon Dock Shipbuilders Limited,MAZDOCK,Mazagon Dock Shipbuilders Ltd,Active,A ,5.00,INE249Z01020,Ship Building & Allied Services,Equity,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services
MCX,Multi Commodity Exchange of India Limited,India,NSE,INR,Common Stock,INE745G01035,Multi Commodity Exchange of India Ltd.,Financial Services,MCX,EQ,INE745G01035,534091,Multi Commodity Exchange of India Ltd,MCX,Multi Commodity Exchange of India Ltd,Active,A ,10.00,INE745G01035,Exchange and Data Platform,Equity,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform
MEDANTA,Global Health Limited,India,NSE,INR,Common Stock,INE474Q01031,Global Health Ltd.,Healthcare,MEDANTA,EQ,INE474Q01031,543654,Global Health Limited,MEDANTA,Global Health Ltd,Active,A ,2.00,INE474Q01031,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
METROPOLIS,Metropolis Healthcare Limited,India,NSE,INR,Common Stock,INE112L01020,Metropolis Healthcare Ltd.,Healthcare,METROPOLIS,EQ,INE112L01020,542650,Metropolis Healthcare Limited,METROPOLIS,Metropolis Healthcare Ltd,Active,A ,2.00,INE112L01020,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
MFSL,Max Financial Services Limited,India,NSE,INR,Common Stock,INE180A01020,Max Financial Services Ltd.,Financial Services,MFSL,EQ,INE180A01020,500271,Max Financial Services Limited,MFSL,Max Financial Services Ltd,Active,A ,2.00,INE180A01020,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance
MGL,Mahanagar Gas Limited,India,NSE,INR,Common Stock,INE002S01010,Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL,EQ,INE002S01010,539957,Mahanagar Gas Limited,MGL,Mahanagar Gas Ltd,Active,A ,10.00,INE002S01010,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
MINDACORP,Minda Corporation Limited,India,NSE,INR,Common Stock,INE842C01021,Minda Corporation Ltd.,Automobile and Auto Components,MINDACORP,EQ,INE842C01021,538962,Minda Corporation Limited,MINDACORP,Minda Corporation Ltd,Active,A ,2.00,INE842C01021,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
MMTC,MMTC Limited,India,NSE,INR,Common Stock,INE123F01029,MMTC Ltd.,Services,MMTC,EQ,INE123F01029,513377,MMTC Ltd.,MMTC,MMTC Ltd,Active,A ,1.00,INE123F01029,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
MOTHERSON,Samvardhana Motherson International Limited,India,NSE,INR,Common Stock,INE775A01035,Samvardhana Motherson International Ltd.,Automobile and Auto Components,MOTHERSON,EQ,INE775A01035,517334,Samvardhana Motherson International Limited,MOTHERSON,Samvardhana Motherson International Ltd,Active,A ,1.00,INE775A01035,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
MOTILALOFS,Motilal Oswal Financial Services Limited,India,NSE,INR,Common Stock,INE338I01027,Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,EQ,INE338I01027,532892,Motilal Oswal Financial Services Limited,MOTILALOFS,Motilal Oswal Financial Services Ltd,Active,A ,1.00,INE338I01027,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
MPHASIS,MphasiS Limited,India,NSE,INR,Common Stock,INE356A01018,MphasiS Ltd.,Information Technology,MPHASIS,EQ,INE356A01018,526299,Mphasis Limited,MPHASIS,Mphasis Ltd,Active,A ,10.00,INE356A01018,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
MRF,MRF Limited,India,NSE,INR,Common Stock,INE883A01011,MRF Ltd.,Automobile and Auto Components,MRF,EQ,INE883A01011,500290,M.R.F. Ltd.,MRF,MRF Ltd,Active,A ,10.00,INE883A01011,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
MRPL,Mangalore Refinery and Petrochemicals Limited,India,NSE,INR,Common Stock,INE103A01014,Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL,EQ,INE103A01014,500109,Mangalore Refinery & Petrochemicals,MRPL,Mangalore Refinery and Petrochemicals Ltd,Active,A ,10.00,INE103A01014,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
MSUMI,Motherson Sumi Wiring India Limited,India,NSE,INR,Common Stock,INE0FS801015,Motherson Sumi Wiring India Ltd.,Automobile and Auto Components,MSUMI,EQ,INE0FS801015,543498,Motherson Sumi Wiring India Limited,MSUMI,Motherson Sumi Wiring India Ltd,Active,A ,1.00,INE0FS801015,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
MUTHOOTFIN,Muthoot Finance Limited,India,NSE,INR,Common Stock,INE414G01012,Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN,EQ,INE414G01012,533398,MUTHOOT FINANCE LIMITED,MUTHOOTFIN,Muthoot Finance Ltd,Active,A ,10.00,INE414G01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
NAM-INDIA,Nippon Life India Asset Management Limited,India,NSE,INR,Common Stock,INE298J01013,Nippon Life India Asset Management Ltd.,Financial Services,NAM-INDIA,EQ,INE298J01013,540767,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,NAM-INDIA,Nippon Life India Asset Management Ltd,Active,A ,10.00,INE298J01013,Asset Management Company,Equity,Financial Services,Financial Services,Capital Markets,Asset Management Company
NATCOPHARM,Natco Pharma Limited,India,NSE,INR,Common Stock,INE987B01026,NATCO Pharma Ltd.,Healthcare,NATCOPHARM,EQ,INE987B01026,524816,Natco Pharma Ltd.,NATCOPHARM,Natco Pharma Ltd,Active,A ,2.00,INE987B01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NATIONALUM,National Aluminium Company Limited,India,NSE,INR,Common Stock,INE139A01034,National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM,EQ,INE139A01034,532234,National Aluminium Co. Ltd.,NATIONALUM,National Aluminium Company Ltd,Active,A ,5.00,INE139A01034,Aluminium,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
NAUKRI,Info Edge (India) Limited,India,NSE,INR,Common Stock,INE663F01024,Info Edge (India) Ltd.,Consumer Services,NAUKRI,EQ,INE663F01032,532777,Info Edge(India) Ltd.,NAUKRI,Info Edge (India) Ltd,Active,A ,2.00,INE663F01032,Internet & Catalogue Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail
NAVA,Nava Bharat Ventures Limited,India,NSE,INR,Common Stock,INE725A01022,Nava Ltd.,Power,NAVA,EQ,INE725A01030,513023,NAVA LIMITED,NAVA,Nava Ltd,Active,A ,1.00,INE725A01030,Power Generation,Equity,Utilities,Power,Power,Power Generation
NAVINFLUOR,Navin Fluorine International Limited,India,NSE,INR,Common Stock,INE048G01026,Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR,EQ,INE048G01026,532504,Navin Fluorine International Limited,NAVINFLUOR,Navin Fluorine International Ltd-$,Active,A ,2.00,INE048G01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NBCC,NBCC (India) Limited,India,NSE,INR,Common Stock,INE095N01031,NBCC (India) Ltd.,Construction,NBCC,EQ,INE095N01031,534309,NBCC (India) Limited,NBCC,NBCC (India) Ltd,Active,A ,1.00,INE095N01031,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
NCC,NCC Limited,India,NSE,INR,Common Stock,INE868B01028,NCC Ltd.,Construction,NCC,EQ,INE868B01028,500294,NCC Limited,NCC,NCC Ltd,Active,A ,2.00,INE868B01028,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
NESTLEIND,Nestle India Limited,India,NSE,INR,Common Stock,INE239A01024,Nestle India Ltd.,Fast Moving Consumer Goods,NESTLEIND,EQ,INE239A01024,500790,Nestle India Ltd.,NESTLEIND,Nestle India Ltd,Active,A ,1.00,INE239A01024,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
NETWEB,Netweb Technologies India Limited,India,NSE,INR,Common Stock,INE0NT901020,Netweb Technologies India Ltd.,Information Technology,NETWEB,EQ,INE0NT901020,543945,NETWEB TECHNOLOGIES INDIA LIMITED,NETWEB,Netweb Technologies India Ltd,Active,A ,2.00,INE0NT901020,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
NETWORK18,Network18 Media & Investments Limited,India,NSE,INR,Common Stock,INE870H01013,Network18 Media & Investments Ltd.,Media Entertainment & Publication,NETWORK18,EQ,INE870H01013,532798,Network 18 Media & Investments Limited,NETWORK18,Network 18 Media & Investments Ltd,Active,A ,5.00,INE870H01013,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
NEULANDLAB,Neuland Laboratories Limited,India,NSE,INR,Common Stock,INE794A01010,Neuland Laboratories Ltd.,Healthcare,NEULANDLAB,EQ,INE794A01010,524558,Neuland Laboratories Limited.,NEULANDLAB,Neuland Laboratories Ltd,Active,A ,10.00,INE794A01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NEWGEN,Newgen Software Technologies Limited,India,NSE,INR,Common Stock,INE619B01017,Newgen Software Technologies Ltd.,Information Technology,NEWGEN,EQ,INE619B01017,540900,Newgen Software Technologies Limited,NEWGEN,Newgen Software Technologies Ltd,Active,A ,10.00,INE619B01017,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
NH,Narayana Hrudayalaya Ltd.,India,NSE,INR,Common Stock,INE410P01011,Narayana Hrudayalaya Ltd.,Healthcare,NH,EQ,INE410P01011,539551,Narayana Hrudayalaya Limited,NH,Narayana Hrudayalaya Ltd,Active,A ,10.00,INE410P01011,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
NHPC,NHPC Limited,India,NSE,INR,Common Stock,INE848E01016,NHPC Ltd.,Power,NHPC,EQ,INE848E01016,533098,NHPC Limited,NHPC,NHPC Ltd,Active,A ,10.00,INE848E01016,Power Generation,Equity,Utilities,Power,Power,Power Generation
NIACL,The New India Assurance Company Limited,India,NSE,INR,Common Stock,INE470Y01017,The New India Assurance Company Ltd.,Financial Services,NIACL,EQ,INE470Y01017,540769,The New India Assurance Company Limited,NIACL,The New India Assurance Company Ltd,Active,A ,5.00,INE470Y01017,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance
NIVABUPA,Niva Bupa Health Insurance Company Limited,India,NSE,INR,Common Stock,,Niva Bupa Health Insurance Company Ltd.,Financial Services,NIVABUPA,EQ,INE995S01015,544286,NIVA BUPA HEALTH INSURANCE COMPANY LIMITED,NIVABUPA,Niva Bupa Health Insurance Company Ltd,Active,B ,10.00,INE995S01015,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance
NLCINDIA,NLC India Limited,India,NSE,INR,Common Stock,INE589A01014,NLC India Ltd.,Power,NLCINDIA,EQ,INE589A01014,513683,NLC India Limited,NLCINDIA,NLC India Ltd,Active,A ,10.00,INE589A01014,Power Generation,Equity,Utilities,Power,Power,Power Generation
NMDC,NMDC Limited,India,NSE,INR,Common Stock,INE584A01023,NMDC Ltd.,Metals & Mining,NMDC,EQ,INE584A01023,526371,NMDC Ltd,NMDC,NMDC Ltd,Active,A ,1.00,INE584A01023,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
NSLNISP,NMDC Steel Limited,India,NSE,INR,Common Stock,INE0NNS01018,NMDC Steel Ltd.,Metals & Mining,NSLNISP,EQ,INE0NNS01018,543768,NMDC Steel Limited,NSLNISP,NMDC Steel Ltd,Active,A ,10.00,INE0NNS01018,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
NTPC,NTPC Limited,India,NSE,INR,Common Stock,INE733E01010,NTPC Ltd.,Power,NTPC,EQ,INE733E01010,532555,NTPC Limited,NTPC,NTPC Ltd,Active,A ,10.00,INE733E01010,Power Generation,Equity,Utilities,Power,Power,Power Generation
NTPCGREEN,NTPC Green Energy Limited,India,NSE,INR,Common Stock,INE0ONG01011,NTPC Green Energy Ltd.,Power,NTPCGREEN,EQ,INE0ONG01011,544289,NTPC GREEN ENERGY LIMITED,NTPCGREEN,NTPC Green Energy Ltd,Active,B ,10.00,INE0ONG01011,Power Generation,Equity,Utilities,Power,Power,Power Generation
NUVAMA,Nuvama Wealth,India,NSE,INR,Common Stock,INE531F01015,Nuvama Wealth Management Ltd.,Financial Services,NUVAMA,EQ,INE531F01015,543988,Nuvama Wealth Management Limited,NUVAMA,Nuvama Wealth Management Ltd,Active,A ,10.00,INE531F01015,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
NYKAA,FSN E-Commerce Ventures Limited,India,NSE,INR,Common Stock,INE388Y01029,FSN E-Commerce Ventures Ltd.,Consumer Services,NYKAA,EQ,INE388Y01029,543384,FSN E-Commerce Ventures Limited,NYKAA,FSN E-Commerce Ventures Ltd,Active,A ,1.00,INE388Y01029,E-Retail/ E-Commerce,Equity,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
OBEROIRLTY,Oberoi Realty Limited,India,NSE,INR,Common Stock,INE093I01010,Oberoi Realty Ltd.,Realty,OBEROIRLTY,EQ,INE093I01010,533273,OBEROI REALTY LIMITED,OBEROIRLTY,Oberoi Realty Ltd,Active,A ,10.00,INE093I01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
OFSS,Oracle Financial Services Software Limited,India,NSE,INR,Common Stock,INE881D01027,Oracle Financial Services Software Ltd.,Information Technology,OFSS,EQ,INE881D01027,532466,Oracle Financial Services Software Limited,OFSS,Oracle Financial Services Software Ltd,Active,A ,5.00,INE881D01027,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
OIL,Oil India Limited,India,NSE,INR,Common Stock,INE274J01014,Oil India Ltd.,Oil Gas & Consumable Fuels,OIL,EQ,INE274J01014,533106,Oil India Limited,OIL,Oil India Ltd,Active,A ,10.00,INE274J01014,Oil Exploration & Production,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production
OLAELEC,Ola Electric Mobility Ltd,India,NSE,INR,Common Stock,INE0LXG01040,Ola Electric Mobility Ltd.,Automobile and Auto Components,OLAELEC,BE,INE0LXG01040,544225,Ola Electric Mobility Limited,OLAELEC,Ola Electric Mobility Ltd,Active,T ,10.00,INE0LXG01040,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
OLECTRA,Olectra Greentech Limited,India,NSE,INR,Common Stock,INE260D01016,Olectra Greentech Ltd.,Automobile and Auto Components,OLECTRA,EQ,INE260D01016,532439,OLECTRA GREENTECH LIMITED,OLECTRA,Olectra Greentech Ltd,Active,A ,4.00,INE260D01016,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
ONGC,Oil & Natural Gas Corporation Limited,India,NSE,INR,Common Stock,INE213A01029,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,ONGC,EQ,INE213A01029,500312,Oil And Natural Gas Corporation Ltd,ONGC,Oil and Natural Gas Corporation Ltd,Active,A ,5.00,INE213A01029,Oil Exploration & Production,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production
PAGEIND,Page Industries Limited,India,NSE,INR,Common Stock,INE761H01022,Page Industries Ltd.,Textiles,PAGEIND,EQ,INE761H01022,532827,Page Industries Ltd.,PAGEIND,Page Industries Ltd,Active,A ,10.00,INE761H01022,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
