company,date,sec_code,Revenue,PAT,EBITDA,EPS Basic,EPS Diluted,Operating Margin,Earnings,file_url
KPIT Technologies Ltd,2024-01-30T11:57:46.623,542651,12569.62,1567.54,,5.73,5.69,,1567.54,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=50d7b1b5-d14c-4cb2-b65c-ce828821055b.pdf
Kajaria Ceramics Ltd,2024-01-31T13:59:37.1,500233,1151.75,107.96,,6.54,6.53,,107.96,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=47e61445-f730-4bce-9ae2-f1b2b3372b47.pdf
Kalyan Jewellers India Ltd,2024-01-31T12:17:13.637,543278,52220,1803.70,,1.75,1.73,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9a604ace-41ee-4dbc-a0db-171f9d763571.pdf
Karur Vysya Bank Ltd,2024-01-23T09:57:35.97,590003,249717,41163,,5.13,5.12,,41163,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=DE56DC80-68CB-44B5-8B59-2CDEBBDC370B-095731.pdf
Kaynes Technology India Ltd,2024-01-30T18:45:34.12,543664,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bad4cd81-4806-41b4-bb0f-c0bc666b74e3.pdf
KEC International Ltd,2024-01-30T19:42:46.16,532714,5006.72,96.87,,3.77,3.77,6.15,96.87,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=641c3407-1a30-4ab7-9c08-9d283cd9e2a2.pdf
KFin Technologies Ltd,2024-01-25T17:25:49.333,543720,2187.17,668.26,,3.92,3.88,,668.26,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d600a383-df10-4929-99f9-6c0063f31038.pdf
L&T Finance Ltd,2024-01-23T19:12:55.123,533519,3533.96,639.37,,2.57,2.57,,639.37,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4150256a-ebd1-4077-91d2-8cf876dbf2c2.pdf
L&T Technology Services Ltd,2024-01-16T15:53:20.893,540115,24218,3368,,31.80,31.72,,3368,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=83edd6ce-72a2-40ab-bb21-1249980d677e.pdf
LT Foods Ltd,2024-01-25T12:43:06.537,532783,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e3f010e4-df1b-4b87-a59f-470d3a8b5cea.pdf
LTIMindtree Ltd,2024-01-17T16:34:50.973,540005,90166,11693,15849,39.5,39.4,17.6,11693,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0c1fc3cc-13df-4e20-a92d-1245120c651d.pdf
Larsen & Toubro Ltd,2024-01-30T18:02:44.703,500510,55127.82,2947.36,5759,21.44,21.42,10.45,2947.36,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e356480e-c566-4a28-80fe-66595c96ba31.pdf
Latent View Analytics Ltd,2024-01-29T14:40:45.17,543398,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e914dd65-2efe-4f06-b7eb-483021d7bf6f.pdf
Laurus Labs Ltd,2024-01-24T15:28:48.883,540222,1194.92,25.17,,0.43,0.43,,23.34,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5718c8f9-b420-48e0-ac33-92f4342d4e61.pdf
Lloyds Metals and Energy Ltd,2024-01-22T14:40:33.003,512455,1910.53,331.50,,6.57,6.51,,331.50,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=eeace09e-5dc3-4d19-be38-b5494f61f784.pdf
Lodha Developers Ltd,2024-01-27T17:43:42.837,543287,29306,5052,,5.22,5.20,36.68,5052,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=250cd6da-60a3-450c-8245-64647c44b33e.pdf
Mahanagar Gas Ltd,2024-01-23T17:29:38.563,539957,1723.77,317.18,448.69,32.11,32.11,28.60,317.18,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e70202d2-b6fc-455a-85aa-a1af1d3bf16a.pdf
Maharashtra Seamless Ltd,2024-01-29T23:59:11.837,500265,1465.94,276.16,,20.59,20.59,,276.16,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1c8af1cc-71d0-42aa-b651-5dde4ce44f0d.pdf
Mahindra & Mahindra Financial Services Ltd,2024-01-30T16:45:28.297,532720,4100.08,622.95,,5.05,5.04,,622.95,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=974877fb-1ef4-47ae-a897-62fef9ad828f.pdf
Mangalore Refinery and Petrochemicals Ltd,2024-01-22T17:10:55.367,500109,28383.41,392.08,,2.24,2.24,3.36,392.08,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7082d49e-23b1-4895-a8ef-78b7df077d22.pdf
Mankind Pharma Ltd,2024-01-31T17:32:48.947,543904,260695.89,45981.37,,11.33,11.31,,45981.37,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=562a670e-210b-4cf0-84e3-26508413336b.pdf
Marico Ltd,2024-01-29T15:54:17.48,531642,2422,386,,2.97,2.96,,386,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c8b3d2d9-6799-4b9f-ad37-32157dbd5e38.pdf
Maruti Suzuki India Ltd,2024-01-31T13:42:26.11,532500,335128,32068,,102.00,102.00,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8abb94a7-0a4e-4434-9ddb-949b6b1e9481.pdf
Mastek Ltd,2024-01-18T13:45:15.3,523704,78427,7774,,24.57,24.29,,7774,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=908ea176-fc4a-4dfc-a74c-b8b076f19991.pdf
Max Healthcare Institute Ltd,2024-01-31T13:03:59.46,543220,133497,28934,,2.98,2.97,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7f7365c6-5105-4ebd-89a3-c37530aaf5e0.pdf
Motherson Sumi Wiring India Ltd,2024-01-31T15:18:14.583,543498,2117.28,167.86,,0.38,0.38,,167.86,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1939ca5b-0f7b-4425-926b-dfd327097c02.pdf
Motilal Oswal Financial Services Ltd,2024-01-24T14:34:35.56,532892,179130,66149,,44.49,44.30,38.63,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=78bbcc1d-e68c-4ba4-85b9-3d222e7a89d6.pdf
NTPC Ltd,2024-01-29T20:30:24.923,532555,42820.38,5208.87,,5.32,5.32,21.41,5208.87,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ca71832a-d45b-4f8b-afb1-910b2dc01620.pdf
Network 18 Media & Investments Ltd,2024-01-16T18:35:37.77,532798,177373,-10787,,-0.56,-0.56,-7.97,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2e18cb5d-0214-40b1-b72f-eccc7362a0f2.pdf
Newgen Software Technologies Ltd,2024-01-16T13:06:13.57,540900,32365.27,6834.99,,4.90,4.73,,6834.99,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=00a5aac3-cdc8-42cb-b536-2441343d1f5f.pdf
Nippon Life India Asset Management Ltd,2024-01-29T17:37:47.057,540767,530.39,284.00,,4.54,4.48,,284.00,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=66939056-793b-4a7a-8c7b-94f27611900f.pdf
Oberoi Realty Ltd,2024-01-22T22:40:11.787,533273,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f4633fc8-f46b-4055-a89d-30dbc8bb4051.pdf
Olectra Greentech Ltd,2024-01-27T14:14:21.703,532439,34214.12,2711.16,,3.29,3.29,,2711.16,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7f1c7006-0b86-466e-8a18-19fdf1a7b3cc.pdf
One 97 Communications Ltd,2024-01-19T16:45:41.377,543396,28505,-2217,,-3,-3,,-2217,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2b42e33a-f2bd-4750-99d2-f17c40a2efc6.pdf
Oracle Financial Services Software Ltd,2024-01-17T20:15:25.94,532466,18236.22,7408.12,,85.53,85.13,,7408.12,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bf994811-0b26-465c-becb-f3731f638235.pdf
PB Fintech Ltd,2024-01-30T17:05:34.23,543390,87089.12,3722.95,,0.85,0.83,,3722.95,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a74173a2-d58e-4130-9624-48e9cd9d7e37.pdf
PCBL Chemical Ltd,2024-01-15T13:55:32.747,506590,1656.76,147.98,,3.92,3.92,,147.98,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5a400d22-6b05-4660-994c-d29b5e065779.pdf
PNB Housing Finance Ltd,2024-01-24T15:53:14.24,540173,1748.05,346.54,,13.35,13.31,,346.54,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d17b63be-1b0c-493f-86df-64e0d1c55a7e.pdf
PVR Inox Ltd,2024-01-31T14:17:15.397,532689,15459,128,,1.30,1.30,30.56,128,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e60fe70c-97ba-46bd-8c8d-ecb7d09c7df3.pdf
Persistent Systems Ltd,2024-01-20T15:48:25.867,533179,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d0837fb5-4545-466d-a8b7-af2d4ab30633.pdf
Petronet LNG Ltd,2024-01-29T17:18:40.307,532522,14747.21,1212.98,,8.09,8.09,,1212.98,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=60c32c26-b5b5-49af-aabd-3c6cbf60059d.pdf
Piramal Enterprises Ltd,2024-01-29T15:46:51.6,500302,2475.65,-2377.59,,-105.83,-105.83,,-2377.59,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e53c6473-a0e3-4879-ad1d-e5f5be0d909e.pdf
Piramal Pharma Ltd,2024-01-30T20:52:28.433,543635,1958.57,10.11,,0.08,0.08,,10.11,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=56bf9248-8650-4af5-bb8e-6cbe7d24000e.pdf
Poly Medicure Ltd,2024-01-31T11:59:09.037,531768,33959.82,6501.59,,6.78,6.77,,6501.59,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6645206e-cb19-4fa8-aff5-509a82efd9df.pdf
Polycab India Ltd,2024-01-18T16:08:16.55,542652,43404.70,4165.11,,27.50,27.40,,4165.11,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=47fb2cc9-3c1f-45a5-a1b6-0b14efe4b62e.pdf
Poonawalla Fincorp Ltd,2024-01-18T15:39:19.037,524000,773.76,265.14,,3.45,3.41,,265.14,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=faf45c98-eb16-4b00-8e3e-49720a1972f8.pdf
Punjab National Bank,2024-01-25T14:20:47.123,532461,2996165,222281,,2.02,2.02,21.13,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5ffbe61e-80f9-4eca-b380-ea7222e8953c.pdf
R R Kabel Ltd,2024-01-29T19:21:45.457,543981,163351.94,7095.84,,6.35,6.34,,7095.84,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=955f0254-809c-4c8b-9d92-e712f33b8c93.pdf
RBL Bank Ltd,2024-01-19T15:29:07.51,540065,396882,24489,,4.07,3.99,,24489,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4e11dba0-693d-4d2a-b04e-11b1e5807f4f.pdf
REC Ltd,2024-01-23T14:23:05.763,532955,12071.54,3308.42,,12.56,12.56,34.45,10066.37,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cd08e0b7-8c94-484e-a7c6-90d7d040336f.pdf
RailTel Corporation of India Ltd,2024-01-24T18:27:35.81,543265,66836,6214,,1.94,1.94,,6214,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fec15746-cbc9-4a74-85bb-148e84372a3c.pdf
Rainbow Children's Medicare Ltd,2024-01-24T16:06:47.42,543524,3359.58,625.73,,6.12,6.12,,625.73,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b6317c27-c8b8-4774-8a19-284f9637fdd4.pdf
Ramkrishna Forgings Ltd,2024-01-18T14:02:53.527,532527,105779.00,8661.90,,5.50,5.04,,8661.90,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1db16c4b-5474-471b-8bc4-b4e3afd3e155.pdf
Reliance Industries Ltd,2024-01-19T18:14:04.777,500325,248160,19641,42371,25.52,25.52,11.2,19641,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=58034ec5-d95c-4757-802c-c6588f31caa6.pdf
Route Mobile Ltd,2024-01-23T15:43:11.51,543228,1024.31,113.64,,16.89,16.66,,113.64,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=341b7315-6ee5-4958-9a09-608456f82042.pdf
SBFC Finance Ltd,2024-01-25T14:09:11.83,543959,2638.44,638.57,,0.60,0.58,,638.57,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ad07005e-ecf3-459f-a094-32209326f007.pdf
SBI Cards and Payment Services Ltd,2024-01-25T17:32:27.223,543066,4741.60,549.08,,5.78,5.78,,549.08,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7e4a1ce6-bd37-40e1-a814-57d287917ce8.pdf
SBI Life Insurance Company Ltd,2024-01-25T14:27:01.177,540719,3880336,32175,,3.21,3.21,,32175,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=000b9195-fa91-4c6f-a48e-c0f8950d7656.pdf
SRF Ltd,2024-01-30T16:00:47.21,503806,3053.04,253.43,,8.55,8.55,13.62,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=804b0f55-8ffb-44d7-bb64-739eb40a7d2f.pdf
Shree Cement Ltd,2024-01-31T15:55:08.143,500387,5223.18,701.85,,194.54,194.54,27,701.85,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=998b1474-a274-4567-b33c-98baa48b9cb6.pdf
Shriram Finance Ltd,2024-01-25T17:13:52.717,511218,9300.70,1873.59,,49.70,49.57,,1873.59,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=181f7b4a-6a40-4609-8360-ff4152ccd5af.pdf
Shyam Metalics and Energy Ltd,2024-01-30T15:23:46.29,543299,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=be4341b8-6ea3-495e-84e3-b30d45cb2a1c.pdf
Star Health and Allied Insurance Company Ltd,2024-01-30T17:36:55.553,543412,,27696,,2.15,2.10,8.41,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f49f8d0e-7e41-47eb-b7d6-081eae3909a5.pdf
Sterling and Wilson Renewable Energy Ltd,2024-01-18T13:13:40.323,542760,582.88,-62.39,,-3.31,-3.31,0.96,-62.39,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5d2c1d76-b9a0-4f5c-9c3d-91882041c0e7.pdf
Sun Pharmaceutical Industries Ltd,2024-01-31T14:13:46.103,524715,123807.0,25237.5,,10.5,10.5,,25237.5,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=27fe62a4-23fb-429a-b5b6-9fe74421f880.pdf
Supreme Industries Ltd,2024-01-19T13:04:37.047,509930,2449.10,256.17,,20.17,20.17,,256.17,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=920d1582-ba0d-4df9-bfc7-d158ad050603.pdf
Suzlon Energy Ltd,2024-01-31T14:13:29.497,532667,1552.91,203.04,,0.15,0.15,,203.04,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6d37fa69-7393-4178-8c2d-000a8bb2f938.pdf
Swan Corp Ltd,2024-01-31T18:07:55.32,503310,159167.96,21999.06,,8.38,8.38,,21999.06,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c5f76f4f-5955-4798-a109-dce914752233.pdf
Syngene International Ltd,2024-01-25T14:35:52.163,539268,8535,1115,,2.78,2.77,,1115,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=06208dff-c049-416f-9a2e-dfb8a5d65606.pdf
TVS Motor Company Ltd,2024-01-24T16:46:50.16,532343,8245,593,924,12.49,12.49,11.2,593,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6cbdcf82-6286-4321-b8db-524314f15e6c.pdf
Tanla Platforms Ltd,2024-01-23T17:51:27.797,532790,100257.03,14013.44,,10.42,10.42,,14013.44,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=61ab2ce9-1ef0-4923-b043-b619120cce4b.pdf
Tata Communications Ltd,2024-01-18T14:35:51.647,500483,5633,45,1134,1.57,1.57,20.1,45,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3cb65805-664c-4ae8-8650-5efde310ad1b.pdf
Tata Consultancy Services Ltd,2024-01-11T16:06:32.787,532540,60583,11097,,30.29,30.29,,11097,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5514b48d-f0ed-41ee-9f88-fb1980b80630.pdf
Tata Elxsi Ltd,2024-01-23T16:10:54.613,500408,91423.25,20643.24,,33.15,33.14,,20643.24,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=35645618-620b-4ab6-934c-cf0ba64daecf.pdf
Tata Investment Corporation Ltd,2024-01-29T18:59:05.027,501301,50.55,53.24,,10.52,10.52,,53.24,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=98699194-7308-4bd4-b78e-81bce4f65d16.pdf
Tata Steel Ltd,2024-01-24T18:50:34.343,500470,55311.88,522.14,6334.13,0.42,0.42,11.45,522.14,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c1caff50-0b32-413e-960e-2522df1bd4dc.pdf
Tata Technologies Ltd,2024-01-25T16:35:56.587,544028,1289.45,170.22,366.34,4.20,4.19,,170.22,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=337b1a67-fb9e-42b1-a758-945a7c371a90.pdf
Tech Mahindra Ltd,2024-01-24T15:49:45.707,532755,131013,5104,11464,5.77,5.76,8.8,5104,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=427caaeb-fdfe-41bf-980a-2dca2eaa876f.pdf
Tejas Networks Ltd,2024-01-19T18:42:48.4,540595,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1b3a3764-a9dd-4503-aab7-0b66b058bd7e.pdf
Transformers and Rectifiers (India) Ltd,2024-01-22T12:58:19.293,532928,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a687b610-5a9d-4aa9-a9ce-f848e404c579.pdf
Triveni Engineering & Industries Ltd,2024-01-30T20:54:21.113,532356,155364,13740,,6.28,6.28,,13740,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fbb6bc19-4536-4c68-a0c3-f20be81d531b.pdf
UTI Asset Management Company Ltd,2024-01-29T18:24:40.857,543238,449.05,203.37,,14.62,14.60,,203.37,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9527f5e2-5bed-4126-bb30-b363d2ee5927.pdf
UltraTech Cement Ltd,2024-01-19T13:11:21.817,532538,16739.97,1774.78,3395,61.66,61.61,20,1774.78,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0f24b606-4377-49d6-8ac1-5de93f7b65c8.pdf
United Spirits Ltd,2024-01-23T17:25:31.167,532432,69620,3502,4865,4.93,4.93,,3502,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5999f869-e3bc-422a-be56-d0be8786388c.pdf
Valor Estate Ltd,2024-01-31T15:50:27.247,533160,14280.38,46263.98,,9.26,9.23,,46263.98,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7208df88-74c3-4f5d-87a2-257bdc019b6c.pdf
Vardhman Textiles Ltd,2024-01-24T13:45:13.333,502986,2329.51,161.86,,5.63,5.63,13.27,161.86,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=047ab9db-55de-4c43-ae2a-556826c5072c.pdf
Vedant Fashions Ltd,2024-01-25T13:34:49.58,543463,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dabab92d-9f77-4889-b3b9-944ca550abb9.pdf
Vedanta Ltd,2024-01-25T15:56:52.523,500295,34968,2868,8677,5.42,5.38,,2013,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e7a4c60a-1a37-46b3-850f-8c6f13c5b25a.pdf
Vodafone Idea Ltd,2024-01-29T18:35:50.82,532822,106.7,,43.5,,,40.8,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2cdf1794-702e-48ae-88d5-1706c44ea43f.pdf
Voltas Ltd,2024-01-30T19:12:40.22,500575,2564.52,108.63,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e5241cf4-e699-4aee-b9ca-3a94cb10ed9e.pdf
Welspun Living Ltd,2024-01-31T14:27:23.013,514162,2410.87,179.05,381.9,1.84,1.84,15.6,179.05,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dd2ed989-81f1-47c4-beda-dab3edfe4d2d.pdf
Westlife Foodworld Ltd,2024-01-31T16:18:00.947,505533,6002.5,171.5,960.2,,,16.0,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f4501b1e-10eb-4fb9-9b82-d1f148361d47.pdf
Wipro Ltd,2024-01-12T15:37:49.96,507685,222051,27006,32865,5.16,5.15,,27006,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5b977528-9940-49d7-8b5b-83860c441396.pdf
Yes Bank Ltd,2024-01-27T12:44:42.25,532648,824346,24259,,0.08,0.08,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3b8c2b24-3d14-42b5-8fd6-d9ef43b5ff83.pdf
ZF Commercial Vehicle Control Systems India Ltd,2024-01-30T16:34:18.547,533023,89850.58,10083.73,,53.16,53.16,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=138a9ab5-eee5-42fd-9d6c-a54b60d3f932.pdf
ZEN Technologies Ltd,2024-01-27T14:24:59.717,533339,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=10f13cc4-be97-4819-838b-c21939aa5882.pdf
Zensar Technologies Ltd,2024-01-22T17:52:28.763,504067,12041,1617,,7.14,7.08,,1617,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7fd7dd41-8905-4d11-8ca4-4f3e8d4be869.pdf
3M India Ltd,2024-02-08T13:25:33.353,523395,100564.43,13523.69,19500,120.05,120.05,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6c341641-7e3b-48db-86b8-e93813047266.pdf
ABB India Ltd,2024-02-20T19:27:45.233,500002,2757.49,338.66,,15.98,15.98,,338.66,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5268ae45-998e-4edf-8d16-fa0c852a81b6.pdf
AIA Engineering Ltd,2024-02-07T13:40:40.063,532683,116915.79,27990.22,,29.64,29.64,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=280d220a-4a09-4834-8c84-194886c3db18.pdf
Aarti Industries Ltd,2024-02-08T16:52:13.187,524208,1732,124,,3.42,3.42,13.75,124,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e3d15cdf-0afc-4e83-8b3d-610b51d78fa6.pdf
AAVAS Financiers Ltd,2024-02-01T16:40:19.047,541988,50806.51,11672.32,,14.75,14.73,,11672.32,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1436929f-22b2-4156-bbaf-03a81d861407.pdf
Abbott India Ltd,2024-02-01T17:46:12.02,500488,1437.14,310.98,,146.34,146.34,,310.98,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d6b55f4b-9cf3-4c36-9198-0e50c6b0dcf6.pdf
Action Construction Equipment Ltd,2024-02-06T16:24:49.267,532762,75311,8824,,7.41,7.41,,8824,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c6d170ee-b055-4345-8f8c-d76afaa11dbc.pdf
Adani Ports and Special Economic Zone Ltd,2024-02-01T12:40:05.93,532921,6920.10,2208.21,4155.95,10.22,10.22,60,2208.21,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1b796c75-2024-42c1-89ea-012d8318fcbf.pdf
Aditya Birla Capital Ltd,2024-02-01T14:36:46.777,540691,8800.06,760.30,,2.83,2.81,,735.76,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0d6841e9-e62c-4f28-a604-748fb679ee61.pdf
Aditya Birla Fashion and Retail Ltd,2024-02-14T20:32:37.343,535755,4166.71,107.60,,0.81,0.81,,107.60,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=672f46e1-59e6-4815-9410-ca71bc4f394e.pdf
Aditya Birla Real Estate Ltd,2024-02-02T13:24:54.797,500040,1298.33,79.95,10.71,7.53,7.53,9.16,79.95,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e26259e4-976e-4545-927d-c334b95d243f.pdf
Aegis Logistics Ltd,2024-02-02T12:30:43.047,500003,187336,,,3.71,3.62,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=33f3f753-0888-461b-8f3b-19e624bf4d27.pdf
Affle 3I Ltd,2024-02-03T16:20:02.57,542752,4987.07,768.16,,5.72,5.72,,768.16,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=93c19118-794e-429a-82cf-12796ca7acdb.pdf
Alembic Pharmaceuticals Ltd,2024-02-05T14:17:14.33,533573,1662,184.58,353.68,9.18,9.18,21.3,184.58,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0a8b90e0-22b2-42b8-ae90-35ed8bd8de96.pdf
Alkem Laboratories Ltd,2024-02-09T13:17:15.383,539523,33238.7,6042.8,7076,49.76,49.76,21.3,5950,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=61a080dd-ee43-42ab-baec-fb193522e918.pdf
Alkyl Amines Chemicals Ltd-$,2024-02-02T13:30:58.937,506767,322.05,33.43,,6.54,6.53,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c3e336d4-cb92-46c6-9d41-812bf15ab6b0.pdf
Amber Enterprises India Ltd,2024-02-10T18:08:54.523,540902,129175.58,-51.56,,-0.14,-0.14,,-51.56,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=54f0d0d9-fe84-4bbf-83a3-f903ef9831b6.pdf
Anant Raj Ltd-$,2024-02-06T17:23:18.417,515055,392.27,71.43,,2.22,2.22,,71.43,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8bddc0bc-639e-43d8-a432-780396b7dec9.pdf
Apollo Hospitals Enterprise Ltd,2024-02-08T14:35:50.75,508869,48506,2544,,17.06,17.06,24.7,2544,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d9d1a3a6-772d-4cc5-907a-f7fe8223c2cb.pdf
